"","Reef_2","Site","Transect","Depth_m","Habitat","Aspect_descriptive","Benthic_Complexity","cropper","browser","detritivore","excavator","scraper"
"299","East Diamond","EDIA-01","T14",19,"lagoon","wall",2,3,0,0,0,0
"300","East Diamond","EDIA-01","T15",15,"lagoon","wall",2,2,0,0,0,0
"301","East Diamond","EDIA-01","T16",10,"lagoon","wall",2,4,0,0,2,0
"302","East Diamond","EDIA-02","T1",30.9,"inner_reef","flat",1,4,0,0,0,0
"303","East Diamond","EDIA-02","T2",25,"inner_reef","steep_slope",2,7,0,0,1,2
"304","East Diamond","EDIA-02","T3",32.8,"inner_reef","gentle_slope",1,0,0,0,0,0
"305","East Diamond","EDIA-02","T4",24.2,"inner_reef","gentle_slope",2,7,0,0,1,0
"306","East Diamond","EDIA-02","T5",20,"inner_reef","gentle_slope",2,8,0,0,0,2
"307","East Diamond","EDIA-02","T6",19.1,"inner_reef","gentle_slope",2,4,0,0,0,1
"308","East Diamond","EDIA-02","T7",15.4,"inner_reef","moderate_slope",3,11,0,0,0,1
"309","East Diamond","EDIA-02","T8",15.2,"inner_reef","moderate_slope",2,6,0,0,2,6
"310","East Diamond","EDIA-02","T9",9,"inner_reef","steep_slope",2,12,0,0,2,2
"311","East Diamond","EDIA-02","T10",8.7,"inner_reef","steep_slope",2,5,0,2,0,1
"312","Edna Cay","EDNA-01","T1",96,"outer_slope","moderate_slope",3,0,0,0,0,0
"313","Edna Cay","EDNA-01","T2",86,"outer_slope","moderate_slope",5,0,0,0,0,0
"314","Edna Cay","EDNA-01","T3",79,"outer_slope","moderate_slope",5,4,2,0,0,3
"315","Edna Cay","EDNA-01","T4",69,"outer_slope","moderate_slope",2,0,0,0,0,0
"316","Edna Cay","EDNA-01","T5",63,"outer_slope","gentle_slope",2,0,0,0,0,0
"317","Edna Cay","EDNA-01","T6",51.3,"outer_slope","gentle_slope",1,0,0,0,0,0
"318","Edna Cay","EDNA-01","T7",48,"outer_slope","moderate_slope",3,3,0,0,0,0
"319","Edna Cay","EDNA-01","T8",39,"outer_slope","moderate_slope",4,10,0,3,0,6
"320","Edna Cay","EDNA-01","T9",26.7,"outer_slope","gentle_slope",3,7,0,11,0,0
"321","Edna Cay","EDNA-01","T10",19.1,"outer_slope","flat",3,3,0,0,0,0
"322","Edna Cay","EDNA-01","T11",14,"outer_slope","moderate_slope",3,0,0,12,0,0
"323","Edna Cay","EDNA-01","T12",9.8,"outer_slope","flat",1,24,6,4,0,0
"324","Frankie Cay","FRAN-01","T1",90,"outer_slope","steep_slope",1,0,0,0,0,0
"325","Frankie Cay","FRAN-01","T2",79,"outer_slope","steep_slope",1,0,0,0,0,0
"326","Frankie Cay","FRAN-01","T3",72,"outer_slope","steep_slope",1,0,0,0,0,0
"327","Frankie Cay","FRAN-01","T4",62,"outer_slope","wall",1,0,0,0,0,0
"328","Frankie Cay","FRAN-01","T5",52,"outer_slope","wall",1,0,0,0,0,0
"329","Frankie Cay","FRAN-01","T6",42,"outer_slope","steep_slope",1,0,0,0,0,0
"330","Frankie Cay","FRAN-01","T7",35,"outer_slope","steep_slope",3,3,0,1,0,2
"331","Frankie Cay","FRAN-01","T8",25,"outer_slope","moderate_slope",2,6,3,4,0,2
"332","Frankie Cay","FRAN-01","T9",14,"outer_slope","moderate_slope",1,0,1,10,0,1
"333","Frankie Cay","FRAN-01","T10",8,"outer_slope","gentle_slope",1,2,0,1,0,0
"334","Georgina Cay","GEOR-01","T1",96.5,"outer_slope","gentle_slope",1,0,0,0,0,0
"335","Georgina Cay","GEOR-01","T2",91,"outer_slope","gentle_slope",1,0,0,0,0,0
"336","Georgina Cay","GEOR-01","T3",86.8,"outer_slope","gentle_slope",1,0,0,0,0,0
"337","Georgina Cay","GEOR-01","T4",80.9,"outer_slope","moderate_slope",1,0,0,0,0,0
"338","Georgina Cay","GEOR-01","T5",77.2,"outer_slope","gentle_slope",1,0,0,0,0,0
"339","Georgina Cay","GEOR-01","T6",71.5,"outer_slope","gentle_slope",1,0,0,0,0,0
"340","Georgina Cay","GEOR-01","T7",67,"outer_slope","gentle_slope",2,0,0,0,0,0
"341","Georgina Cay","GEOR-01","T8",62.3,"outer_slope","flat",1,0,0,0,0,0
"342","Georgina Cay","GEOR-01","T9",57.2,"outer_slope","flat",1,0,0,0,0,0
"343","Georgina Cay","GEOR-01","T10",51.4,"outer_slope","moderate_slope",3,8,0,0,0,0
"344","Georgina Cay","GEOR-01","T11",48,"outer_slope","steep_slope",4,0,0,0,0,0
"345","Georgina Cay","GEOR-01","T12",47.9,"outer_slope","moderate_slope",2,0,0,0,0,0
"346","Georgina Cay","GEOR-01","T13",41.2,"outer_slope","steep_slope",2,4,0,0,0,0
"347","Georgina Cay","GEOR-01","T14",36.2,"outer_slope","moderate_slope",2,6,1,0,0,0
"348","Georgina Cay","GEOR-01","T15",32.6,"outer_slope","gentle_slope",2,5,0,0,0,0
"349","Hermit Crab Islet","HERM-01","T2",48.1,"lagoon","flat",1,0,0,4,0,1
"350","Hermit Crab Islet","HERM-01","T3",46.8,"lagoon","flat",1,2,0,0,0,4
"351","Hermit Crab Islet","HERM-01","T5",38.7,"lagoon","flat",2,0,0,1,0,0
"352","Hermit Crab Islet","HERM-01","T6",40.2,"lagoon","flat",2,0,1,0,0,1
"353","Hermit Crab Islet","HERM-01","T7",41.2,"lagoon","flat",2,6,0,0,0,0
"354","Hermit Crab Islet","HERM-01","T8",42.5,"lagoon","flat",2,3,0,0,0,3
"355","Hermit Crab Islet","HERM-01","T9",30.1,"lagoon","flat",3,6,1,1,0,1
"356","Hermit Crab Islet","HERM-01","T10",30.3,"lagoon","flat",3,15,1,7,0,1
"357","Hermit Crab Islet","HERM-01","T11",31,"lagoon","flat",2,8,2,4,0,2
"358","Hermit Crab Islet","HERM-01","T12",33.2,"lagoon","flat",1,1,0,0,0,0
"359","Hermit Crab Islet","HERM-01","T13",21.1,"lagoon","flat",1,4,0,0,0,0
"360","Hermit Crab Islet","HERM-01","T14",22,"lagoon","flat",1,4,0,0,0,1
"361","Hermit Crab Islet","HERM-01","T16",23.7,"lagoon","gentle_slope",0,4,0,0,0,0
"362","Hermit Crab Islet","HERM-01","T17",14.1,"lagoon","moderate_slope",0,1,0,0,2,2
"363","Hermit Crab Islet","HERM-01","T18",15.2,"lagoon","moderate_slope",0,3,0,1,0,6
"364","Hermit Crab Islet","HERM-01","T19",13.5,"lagoon","moderate_slope",0,4,1,2,0,6
"365","Hermit Crab Islet","HERM-01","T20",10.2,"lagoon","moderate_slope",0,2,1,0,5,2
"366","Juliette Cay","JULI-01","T1",98,"outer_slope","steep_slope",4,1,0,0,0,0
"367","Juliette Cay","JULI-01","T2",80,"outer_slope","moderate_slope",4,0,0,0,0,0
"368","Juliette Cay","JULI-01","T3",68,"outer_slope","flat",3,4,0,0,0,0
"369","Juliette Cay","JULI-01","T4",59,"outer_slope","gentle_slope",2,0,0,0,0,0
"370","Juliette Cay","JULI-01","T5",70,"outer_slope","gentle_slope",1,0,0,0,0,0
"371","Juliette Cay","JULI-01","T6",49.3,"outer_slope","gentle_slope",1,0,0,0,0,0
"372","Juliette Cay","JULI-01","T7",34.9,"outer_slope","gentle_slope",3,14,0,6,1,1
"373","Juliette Cay","JULI-01","T8",28,"outer_slope","gentle_slope",3,0,0,5,0,0
"374","Juliette Cay","JULI-02","T1",98,"outer_slope","moderate_slope",3,0,0,0,0,0
"375","Juliette Cay","JULI-02","T2",94.2,"outer_slope","moderate_slope",3,0,0,0,0,1
"376","Juliette Cay","JULI-02","T3",86.4,"outer_slope","moderate_slope",3,0,0,0,0,1
"377","Juliette Cay","JULI-02","T4",77,"outer_slope","moderate_slope",4,2,0,3,0,0
"378","Juliette Cay","JULI-02","T5",67.1,"outer_slope","moderate_slope",3,4,0,0,1,3
"379","Juliette Cay","JULI-02","T6",59.1,"outer_slope","gentle_slope",2,0,0,0,0,2
"380","Juliette Cay","JULI-02","T7",55.6,"outer_slope","gentle_slope",1,0,0,0,0,0
"381","Juliette Cay","JULI-02","T8",47.6,"outer_slope","gentle_slope",2,11,2,3,0,0
"382","Juliette Cay","JULI-02","T9",35.4,"outer_slope","moderate_slope",3,4,0,4,0,1
"383","Lorna Cay","LORN-01","T1",86,"outer_slope","wall",1,0,0,0,0,0
"384","Lorna Cay","LORN-01","T2",81,"outer_slope","wall",1,0,0,0,0,0
"385","Lorna Cay","LORN-01","T3",74,"outer_slope","wall",1,0,0,0,0,0
"386","Lorna Cay","LORN-01","T4",64,"outer_slope","steep_slope",1,0,0,0,0,0
"387","Lorna Cay","LORN-01","T5",52,"outer_slope","steep_slope",1,0,0,0,0,0
"388","Lorna Cay","LORN-01","T6",46,"outer_slope","steep_slope",1,1,0,0,0,0
"389","Lorna Cay","LORN-01","T7",34,"outer_slope","flat",2,10,0,0,0,0
"390","Lorna Cay","LORN-01","T8",27,"outer_slope","flat",2,7,0,2,0,0
"391","Lorna Cay","LORN-01","T9",9,"outer_slope","flat",1,3,1,1,1,1
"392","Lorna Cay","LORN-01","T10",4,"outer_slope","flat",1,4,0,3,0,0
"393","Lorna Cay","LORN-02","T3",25,"lagoon","flat",0,0,0,0,0,0
"394","Lorna Cay","LORN-02","T4",15,"lagoon","flat",1,7,33,3,0,2
"395","Lorna Cay","LORN-02","T5",7,"lagoon","flat",3,4,1,3,1,2
"396","Margaret Cay","MARG-01","T1",91,"outer_slope","steep_slope",4,0,0,0,0,0
"397","Margaret Cay","MARG-01","T2",91.9,"outer_slope","steep_slope",4,0,0,0,0,0
"398","Margaret Cay","MARG-01","T3",72.2,"outer_slope","moderate_slope",2,0,0,0,0,0
"399","Margaret Cay","MARG-01","T4",62,"outer_slope","gentle_slope",0,0,0,0,0,0
"400","Margaret Cay","MARG-01","T5",53.3,"outer_slope","steep_slope",1,2,0,0,0,1
"401","Margaret Cay","MARG-01","T6",43.6,"outer_slope","moderate_slope",0,4,1,4,0,0
"402","Margaret Cay","MARG-01","T7",34.2,"outer_slope","moderate_slope",0,0,0,5,0,0
"403","Margaret Cay","MARG-01","T8",25.2,"outer_slope","moderate_slope",1,17,1,0,0,4
"404","Margaret Cay","MARG-01","T9",17.3,"outer_slope","gentle_slope",4,4,0,0,0,0
"405","Margaret Cay","MARG-01","T10",9,"outer_slope","gentle_slope",4,7,0,7,5,5
"406","Margaret Cay","MARG-02","T1",43.8,"lagoon","gentle_slope",0,0,0,0,0,0
"407","Margaret Cay","MARG-02","T2",42.2,"lagoon","moderate_slope",0,4,0,0,0,0
"408","Margaret Cay","MARG-02","T3",34.5,"lagoon","moderate_slope",0,16,0,0,0,0
"409","Margaret Cay","MARG-02","T4",34.9,"lagoon","moderate_slope",0,0,1,0,0,0
"410","Margaret Cay","MARG-02","T6",24.3,"lagoon","gentle_slope",0,0,0,0,0,0
"411","Margaret Cay","MARG-02","T8",13.8,"lagoon","moderate_slope",0,38,0,0,0,0
"412","Margaret Cay","MARG-02","T9",7.7,"lagoon","moderate_slope",1,56,2,6,0,0
"413","Margaret Cay","MARG-02","T10",6.4,"lagoon","moderate_slope",1,37,2,1,0,1
"414","Middle Cay","MIDD-01","T1",40,"inner_reef","flat",2,2,0,2,1,0
"415","Middle Cay","MIDD-01","T2",40,"inner_reef","flat",1,1,0,1,0,0
"416","Middle Cay","MIDD-01","T3",30,"inner_reef","flat",1,3,0,1,2,0
"417","Middle Cay","MIDD-01","T4",28,"inner_reef","flat",0,0,0,0,0,0
"418","Middle Cay","MIDD-01","T5",26,"inner_reef","flat",1,4,0,0,0,0
"419","Middle Cay","MIDD-01","T6",21,"inner_reef","steep_slope",3,11,1,5,0,3
"420","Middle Cay","MIDD-01","T7",11,"inner_reef","flat",3,20,0,10,1,2
"421","Middle Cay","MIDD-01","T8",10,"inner_reef","flat",3,12,0,23,0,10
"422","Middle Cay","MIDD-01","T9",4,"inner_reef","flat",1,0,3,6,0,0
"423","Middle Cay","MIDD-01","T10",5,"inner_reef","flat",1,6,0,0,0,0
"424","Observation Cay","OBSN-01","T2",82,"outer_slope","wall",1,0,0,0,0,0
"425","Observation Cay","OBSN-01","T3",76,"outer_slope","wall",1,0,0,0,0,0
"426","Observation Cay","OBSN-01","T4",63,"outer_slope","wall",1,1,0,0,0,0
"427","Observation Cay","OBSN-01","T5",55,"outer_slope","wall",1,0,0,0,0,0
"428","Observation Cay","OBSN-01","T6",41,"outer_slope","wall",1,0,0,0,0,0
"429","Observation Cay","OBSN-01","T7",33,"outer_slope","wall",1,5,0,4,0,0
"430","Observation Cay","OBSN-01","T8",25,"outer_slope","wall",1,5,0,3,1,0
"431","Observation Cay","OBSN-01","T9",16,"outer_slope","wall",1,6,1,3,0,0
"432","Observation Cay","OBSN-01","T10",5,"outer_slope","wall",1,3,2,14,5,1
"433","Observation Cay","OBSN-01","T11",5,"outer_slope","wall",1,10,9,5,0,2
"434","South Diamond","SDIA-01","T1",35.3,"lagoon","flat",1,0,51,0,0,0
"435","South Diamond","SDIA-01","T2",35.6,"lagoon","flat",2,0,1,0,0,0
"436","South Diamond","SDIA-01","T4",36.2,"lagoon","flat",2,0,0,0,0,0
"437","South Diamond","SDIA-02","T1",31.5,"outer_slope","flat",2,7,0,1,0,0
"438","South Diamond","SDIA-02","T2",36,"outer_slope","flat",3,8,0,0,0,1
"439","South Diamond","SDIA-02","T3",43.7,"outer_slope","flat",3,2,0,0,0,1
"440","South Diamond","SDIA-02","T4",47.5,"outer_slope","flat",3,4,0,0,0,1
"441","South Diamond","SDIA-02","T5",41.7,"outer_slope","flat",3,2,0,0,0,1
"442","South Diamond","SDIA-02","T6",35.1,"outer_slope","flat",2,3,0,0,0,0
"443","South Diamond","SDIA-02","T7",33.3,"outer_slope","flat",2,4,0,0,0,0
"444","South Diamond","SDIA-02","T8",28.8,"outer_slope","gentle_slope",3,1,1,0,0,0
"445","South Diamond","SDIA-02","T9",24.7,"outer_slope","gentle_slope",3,7,0,0,0,0
"446","South Diamond","SDIA-02","T10",23.7,"outer_slope","gentle_slope",3,5,0,0,0,0
"447","South Diamond","SDIA-02","T11",21.4,"outer_slope","gentle_slope",3,7,0,0,0,0
"448","South Diamond","SDIA-02","T12",20,"outer_slope","gentle_slope",3,14,0,0,0,0
"449","South Diamond","SDIA-02","T1",68.3,"outer_slope","flat",1,0,0,0,0,0
"450","South Diamond","SDIA-02","T2",62.3,"outer_slope","flat",1,0,0,0,0,0
"451","South Diamond","SDIA-02","T4",58.3,"outer_slope","flat",1,0,0,0,0,0
"452","South Diamond","SDIA-02","T5",59.3,"outer_slope","flat",1,0,0,0,0,0
"453","South Diamond","SDIA-02","T6",57.8,"outer_slope","flat",1,0,0,0,0,0
"454","South Diamond","SDIA-02","T8",55,"outer_slope","flat",1,0,0,0,0,0
"455","South Diamond","SDIA-02","T1",95.3,"outer_slope","gentle_slope",3,2,0,0,0,0
"456","South Diamond","SDIA-02","T2",93.9,"outer_slope","gentle_slope",3,1,0,0,0,0
"457","South Diamond","SDIA-02","T3",94.1,"outer_slope","gentle_slope",3,3,0,0,0,0
"458","South Diamond","SDIA-02","T4",97.2,"outer_slope","gentle_slope",3,2,0,0,0,0
"459","South Diamond","SDIA-02","T5",88.7,"outer_slope","gentle_slope",3,2,0,0,0,0
"460","South Diamond","SDIA-02","T6",87,"outer_slope","gentle_slope",3,1,0,0,0,0
"461","South Diamond","SDIA-02","T7",84.4,"outer_slope","gentle_slope",3,1,0,0,0,1
"462","South Diamond","SDIA-02","T8",81.7,"outer_slope","gentle_slope",3,2,0,0,0,0
"463","South Diamond","SDIA-02","T9",78.2,"outer_slope","gentle_slope",3,2,0,0,0,0
"464","South Diamond","SDIA-02","T10",74.1,"outer_slope","gentle_slope",0,0,1,0,0,0
"465","South Diamond","SDIA-02","T12",68.7,"outer_slope","flat",0,0,0,0,0,0
"466","South Diamond","SDIA-02","T13",66.8,"outer_slope","flat",0,0,1,0,0,0
"467","South Diamond","SDIA-02","T14",66.4,"outer_slope","flat",0,0,0,0,0,0
"468","South Diamond","SDIA-02","T15",79,"outer_slope","gentle_slope",3,4,0,0,0,2
"469","South Diamond","SDIA-02","T1",15.2,"outer_slope","gentle_slope",2,32,0,1,6,0
"470","Shark Cay","SHAR-01","T1",92,"outer_slope","wall",2,0,0,0,0,0
"471","Shark Cay","SHAR-01","T2",85,"outer_slope","wall",2,1,0,0,0,0
"472","Shark Cay","SHAR-01","T3",77,"outer_slope","moderate_slope",2,0,0,0,0,1
"473","Shark Cay","SHAR-01","T4",64,"outer_slope","gentle_slope",1,0,0,0,0,0
"474","Shark Cay","SHAR-01","T5",53,"outer_slope","moderate_slope",1,0,0,0,0,0
"475","Shark Cay","SHAR-01","T6",44,"outer_slope","wall",1,0,0,0,0,0
"476","Shark Cay","SHAR-01","T7",36,"outer_slope","steep_slope",2,7,2,3,0,0
"477","Shark Cay","SHAR-01","T8",28,"outer_slope","gentle_slope",3,2,0,16,0,0
"478","Shark Cay","SHAR-01","T9",18,"outer_slope","gentle_slope",1,0,7,0,0,0
"479","Shark Cay","SHAR-01","T10",11,"outer_slope","flat",1,1,3,14,0,0
"480","Southwest Cay","SWCA-01","T9",71.4,"outer_slope","flat",0,0,0,0,0,0
"481","Southwest Cay","SWCA-01","T10",68,"outer_slope","flat",0,0,0,0,0,0
"482","Southwest Cay","SWCA-01","T11",64,"outer_slope","flat",1,0,0,0,0,0
"483","Southwest Cay","SWCA-01","T1",97.4,"outer_slope","flat",0,0,0,0,0,0
"484","Southwest Cay","SWCA-01","T2",94,"outer_slope","flat",1,0,0,0,0,0
"485","Southwest Cay","SWCA-01","T3",91.6,"outer_slope","flat",0,0,0,0,0,0
"486","Southwest Cay","SWCA-01","T4",86.5,"outer_slope","flat",0,0,0,0,0,0
"487","Southwest Cay","SWCA-01","T5",83.8,"outer_slope","flat",0,0,0,0,0,0
"488","Southwest Cay","SWCA-01","T6",81.6,"outer_slope","flat",0,0,0,0,0,0
"489","Southwest Cay","SWCA-01","T7",77.3,"outer_slope","flat",1,0,0,0,0,0
"490","Southwest Cay","SWCA-01","T8",74.6,"outer_slope","flat",0,0,0,0,0,0
"491","Southwest Cay","SWCA-01","T12",61.2,"outer_slope","flat",1,0,0,1,0,0
"492","Southwest Cay","SWCA-01","T13",58.2,"outer_slope","gentle_slope",0,0,0,0,0,0
"493","Southwest Cay","SWCA-01","T14",55.1,"outer_slope","gentle_slope",1,0,0,0,0,0
"494","Southwest Cay","SWCA-01","T15",52.4,"outer_slope","gentle_slope",0,0,0,0,0,0
"495","Southwest Cay","SWCA-01","T16",48.1,"outer_slope","steep_slope",2,2,0,0,0,0
"496","Southwest Cay","SWCA-01","T17",44.1,"outer_slope","moderate_slope",2,3,0,0,0,0
"497","Southwest Cay","SWCA-01","T18",40.5,"outer_slope","moderate_slope",3,8,0,1,0,1
"498","Southwest Cay","SWCA-01","T19",37.4,"outer_slope","moderate_slope",2,3,0,4,0,3
"499","Southwest Cay","SWCA-01","T20",35,"outer_slope","gentle_slope",2,8,0,0,0,1
"500","Southwest Cay","SWCA-01","T21",32.1,"outer_slope","steep_slope",2,4,0,0,0,1
"501","Southwest Cay","SWCA-01","T22",27.9,"outer_slope","steep_slope",2,10,0,0,0,4
"502","Southwest Cay","SWCA-01","T23",24.9,"outer_slope","moderate_slope",1,11,0,0,0,6
"503","Southwest Cay","SWCA-01","T24",22.4,"outer_slope","moderate_slope",1,8,0,0,0,1
"504","Southwest Cay","SWCA-01","T25",19.4,"outer_slope","gentle_slope",1,28,3,0,0,1
"505","Southwest Cay","SWCA-01","T26",15.4,"outer_slope","moderate_slope",2,8,0,2,0,0
"506","Southwest Cay","SWCA-01","T27",11,"outer_slope","steep_slope",2,0,4,4,0,1
"507","Turtle Islet","TURT-01","T1",90,"outer_slope","wall",1,0,0,0,0,0
"508","Turtle Islet","TURT-01","T4",70,"outer_slope","wall",1,0,0,0,0,0
"509","Turtle Islet","TURT-01","T5",61,"outer_slope","wall",2,0,0,0,0,1
"510","Turtle Islet","TURT-01","T6",50,"outer_slope","wall",1,3,0,0,0,0
"511","Bougainville","BOUG-01","T1",98.5,"outer_slope","wall",2,0,0,0,0,0
"512","Bougainville","BOUG-01","T2",91.1,"outer_slope","wall",3,0,0,0,0,0
"513","Bougainville","BOUG-01","T3",90.9,"outer_slope","wall",3,0,0,0,0,0
"514","Bougainville","BOUG-01","T4",85.7,"outer_slope","wall",4,2,0,0,0,0
"515","Bougainville","BOUG-01","T5",81.9,"outer_slope","steep_slope",4,1,0,0,0,0
"516","Bougainville","BOUG-01","T6",76.4,"outer_slope","steep_slope",4,2,0,0,0,0
"517","Bougainville","BOUG-01","T7",71.4,"outer_slope","steep_slope",4,0,0,0,0,0
"518","Bougainville","BOUG-01","T8",66.3,"outer_slope","steep_slope",4,3,0,1,0,0
"519","Bougainville","BOUG-01","T9",24.1,"outer_slope","wall",3,0,0,0,0,0
"520","Bougainville","BOUG-01","T10",20.3,"outer_slope","wall",4,1,0,0,0,0
"521","Bougainville","BOUG-01","T11",17.6,"outer_slope","wall",3,5,0,0,0,0
"522","Bougainville","BOUG-01","T12",13.8,"outer_slope","steep_slope",3,8,0,0,0,1
"523","Bougainville","BOUG-01","T13",12.5,"outer_slope","wall",4,2,22,0,0,0
"524","Bougainville","BOUG-01","T14",9.3,"outer_slope","wall",3,14,7,1,1,4
"525","Bougainville","BOUG-01","T15",7.5,"outer_slope","wall",2,5,4,7,8,1
"526","Bougainville","BOUG-01","T16",5.5,"outer_slope","wall",3,4,0,7,1,1
"527","Bougainville","BOUG-01","T17",3.6,"outer_slope","steep_slope",3,99,1,30,13,2
"528","South Flinders","FLIN-01","T1",41.5,"outer_slope","steep_slope",4,3,0,0,0,0
"529","South Flinders","FLIN-01","T2",34.3,"outer_slope","steep_slope",3,1,0,1,0,0
"530","South Flinders","FLIN-01","T3",30.2,"outer_slope","steep_slope",4,3,0,4,0,0
"531","South Flinders","FLIN-01","T4",25.3,"outer_slope","steep_slope",4,4,0,1,0,0
"532","South Flinders","FLIN-01","T5",20.4,"outer_slope","steep_slope",4,0,1,3,0,1
"533","South Flinders","FLIN-01","T6",15.3,"outer_slope","steep_slope",4,0,0,2,1,1
"534","South Flinders","FLIN-01","T7",9.9,"outer_slope","moderate_slope",4,2,0,0,5,1
"535","South Flinders","FLIN-01","T8",5.2,"outer_slope","gentle_slope",2,0,2,5,0,0
"536","South Flinders","FLIN-01","T1",98.6,"outer_slope","gentle_slope",4,0,0,0,0,0
"537","South Flinders","FLIN-01","T3",87.2,"outer_slope","gentle_slope",4,0,0,0,0,0
"538","South Flinders","FLIN-01","T5",77.4,"outer_slope","gentle_slope",4,0,0,0,0,0
"539","South Flinders","FLIN-01","T6",72.3,"outer_slope","gentle_slope",4,0,0,0,0,0
"540","South Flinders","FLIN-01","T7",67.1,"outer_slope","gentle_slope",4,0,1,0,0,0
"541","South Flinders","FLIN-01","T9",51.1,"outer_slope","gentle_slope",4,0,0,0,0,0
"542","South Flinders","FLIN-01","T10",45.7,"outer_slope","gentle_slope",3,1,0,0,0,0
"543","North Flinders","FLIN-04","T1",34.1,"lagoon","flat",1,0,3,2,1,0
"544","North Flinders","FLIN-04","T5",18.8,"lagoon","gentle_slope",0,16,0,0,0,6
"545","West Holmes","HOLM-03","T1",98.7,"outer_slope","gentle_slope",4,0,0,0,0,0
"546","West Holmes","HOLM-03","T2",91.4,"outer_slope","gentle_slope",4,0,0,0,0,0
"547","West Holmes","HOLM-03","T3",87.6,"outer_slope","gentle_slope",4,0,0,0,0,0
"548","West Holmes","HOLM-03","T4",82.2,"outer_slope","gentle_slope",4,0,0,0,0,0
"549","West Holmes","HOLM-03","T5",77.4,"outer_slope","gentle_slope",4,0,0,0,0,0
"550","West Holmes","HOLM-03","T6",71.7,"outer_slope","gentle_slope",4,0,0,0,0,0
"551","West Holmes","HOLM-03","T7",68.2,"outer_slope","gentle_slope",4,0,0,0,0,0
"552","West Holmes","HOLM-03","T8",61.6,"outer_slope","gentle_slope",4,1,0,0,0,0
"553","West Holmes","HOLM-03","T9",57.1,"outer_slope","gentle_slope",4,1,0,0,0,0
"554","West Holmes","HOLM-03","T10",51.5,"outer_slope","gentle_slope",4,0,0,0,0,0
"555","West Holmes","HOLM-03","T1",52.1,"outer_slope","gentle_slope",4,0,0,0,0,0
"556","West Holmes","HOLM-03","T2",46.8,"outer_slope","gentle_slope",4,0,0,0,0,1
"557","West Holmes","HOLM-03","T3",41.6,"outer_slope","gentle_slope",4,1,0,0,0,0
"558","West Holmes","HOLM-03","T4",37.1,"outer_slope","gentle_slope",4,0,0,0,0,0
"559","West Holmes","HOLM-03","T5",32.2,"outer_slope","gentle_slope",4,1,0,0,0,0
"560","West Holmes","HOLM-03","T6",27.3,"outer_slope","gentle_slope",4,2,0,1,3,0
"561","West Holmes","HOLM-03","T7",22.4,"outer_slope","gentle_slope",4,4,0,1,0,0
"562","West Holmes","HOLM-03","T8",18.2,"outer_slope","gentle_slope",4,3,0,4,0,5
"563","West Holmes","HOLM-03","T9",12.6,"outer_slope","gentle_slope",4,6,1,6,1,1
"564","West Holmes","HOLM-03","T10",9.6,"outer_slope","gentle_slope",4,1,3,7,5,1
"565","West Holmes","HOLM-03","T11",2.3,"outer_slope","gentle_slope",4,4,1,47,5,1
"566","East Holmes","HOLM-04","T1",54,"outer_slope","flat",1,0,0,0,0,0
"567","East Holmes","HOLM-04","T2",47,"outer_slope","gentle_slope",1,0,0,0,0,0
"568","East Holmes","HOLM-04","T3",41,"outer_slope","gentle_slope",1,3,0,0,0,0
"569","East Holmes","HOLM-04","T4",37,"outer_slope","gentle_slope",1,6,0,0,0,2
"570","East Holmes","HOLM-04","T5",32,"outer_slope","gentle_slope",1,6,0,3,2,1
"571","East Holmes","HOLM-04","T6",28,"outer_slope","gentle_slope",1,2,0,3,0,0
"572","East Holmes","HOLM-04","T7",22,"outer_slope","gentle_slope",1,5,0,7,2,1
"573","East Holmes","HOLM-04","T8",17,"outer_slope","gentle_slope",1,13,0,6,2,2
"574","East Holmes","HOLM-04","T9",12,"outer_slope","moderate_slope",1,2,1,2,0,2
"575","East Holmes","HOLM-04","T10",7,"outer_slope","moderate_slope",1,0,0,2,0,0
"576","East Holmes","HOLM-04","T11",3,"outer_slope","gentle_slope",1,1,0,3,2,0
"577","East Holmes","HOLM-04","T1",95,"outer_slope","wall",1,0,0,0,0,0
"578","East Holmes","HOLM-04","T2",91,"outer_slope","wall",1,0,0,0,0,0
"579","East Holmes","HOLM-04","T3",85,"outer_slope","wall",1,0,0,0,0,0
"580","East Holmes","HOLM-04","T4",81,"outer_slope","wall",1,0,0,0,0,0
"581","East Holmes","HOLM-04","T5",75,"outer_slope","wall",1,0,0,0,0,0
"582","East Holmes","HOLM-04","T6",71,"outer_slope","wall",1,1,0,0,0,0
"583","East Holmes","HOLM-04","T7",65,"outer_slope","wall",1,0,0,0,0,0
"584","East Holmes","HOLM-04","T8",63,"outer_slope","steep_slope",1,0,0,0,0,0
"585","East Holmes","HOLM-04","T9",56,"outer_slope","moderate_slope",1,0,0,0,0,0
"586","Frederick","FRED-02","T14",24,"lagoon","gentle_slope",0,4,0,0,0,0
"587","Heralds Surprise","HSUP-01","T1",61.3,"outer_slope","steep_slope",4,2,0,0,0,0
"588","Heralds Surprise","HSUP-01","T2",55.5,"outer_slope","steep_slope",5,3,0,1,0,0
"589","Heralds Surprise","HSUP-01","T3",47.6,"outer_slope","steep_slope",4,6,0,3,0,0
"590","Heralds Surprise","HSUP-01","T4",39.6,"outer_slope","steep_slope",4,16,0,5,0,0
"591","Heralds Surprise","HSUP-01","T5",28.4,"outer_slope","gentle_slope",4,20,2,21,1,1
"592","Heralds Surprise","HSUP-01","T6",18.6,"outer_slope","moderate_slope",3,6,3,12,1,2
